X Scale,Y Scale,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text,key_resp_6.rt
,,0,-0.17295,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,1,1.004,,47,0,47,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,,,,,,,,,,,,,,,,,,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,0,1,1,1,1,conf_haus,Designs/instructions_haus_1234.png,
,,0,0.17295,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,0,1.058,,0,0,0,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,1,2.088,,1,0,1,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f142.png,Stimuli/f142.png,,,,j,1,1.22,,2,0,2,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f131.png,Stimuli/f24.png,,,,j,0,0.775,,3,0,3,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,0,0.713,,4,0,4,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f24.png,Stimuli/f142.png,,,,f,1,0.439,,5,0,5,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,1,0.79,,6,0,6,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,0,0.956,,7,0,7,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,1,1.693,,8,0,8,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,0,Stimuli/f24.png,Stimuli/f131.png,,,,f,1,1.582,,9,0,9,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,-0.17295,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,0,1.344,,10,0,10,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f142.png,Stimuli/f24.png,,,,f,1,0.544,,11,0,11,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,0,1.206,,12,0,12,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,0,1.257,,13,0,13,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,0,1.684,,14,0,14,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,0,1.355,,15,0,15,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,0,1.285,,16,0,16,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f142.png,Stimuli/f142.png,,,,j,1,1.191,,17,0,17,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f131.png,Stimuli/f15.png,,,,f,1,0.736,,18,0,18,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,0,0.878,,19,0,19,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,0,1.114,,20,0,20,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f24.png,Stimuli/f131.png,,,,j,0,0.637,,21,0,21,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,0,1.092,,22,0,22,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,-0.17295,0,Stimuli/f15.png,Stimuli/f142.png,,,,f,1,0.887,,23,0,23,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,0,0.671,,24,0,24,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,0,1.088,,25,0,25,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,0,0.891,,26,0,26,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,0,1.124,,27,0,27,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,1,1.3,,28,0,28,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f15.png,Stimuli/f24.png,,,,f,1,1.043,,29,0,29,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f15.png,Stimuli/f24.png,,,,f,1,1.442,,30,0,30,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,0,1.276,,31,0,31,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,0,1.46,,32,0,32,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,1,0.655,,33,0,33,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,1,0.603,,34,0,34,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,1,0.823,,35,0,35,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,-0.17295,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,1,0.657,,36,0,36,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,1,1.204,,37,0,37,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f142.png,Stimuli/f131.png,,,,j,0,0.368,,38,0,38,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,0,0.696,,39,0,39,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,0,1.504,,40,0,40,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/f142.png,Stimuli/f15.png,,,,f,1,1.689,,41,0,41,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/f142.png,Stimuli/f142.png,,,,j,1,0.59,,42,0,42,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f142.png,Stimuli/f24.png,,,,f,1,0.82,,43,0,43,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,1,1.225,,44,0,44,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,-0.17295,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,0,1.067,,45,0,45,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f24.png,Stimuli/f142.png,,,,f,1,1.508,,46,0,46,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/f15.png,Stimuli/f142.png,,,,f,1,1.136,,47,0,47,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,,,,,,,,,,,,,,,,,,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png,
,,0,0.17295,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,j,1,1.741,,0,0,0,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,0,0.954,,1,0,1,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,0,1.542,,2,0,2,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,f,1,0.835,,3,0,3,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,0,1.873,,4,0,4,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,f,1,0.755,,5,0,5,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,j,1,0.913,,6,0,6,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,0,0.441,,7,0,7,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,f,1,0.873,,8,0,8,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,f,1,2.128,,9,0,9,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,j,1,0.991,,10,0,10,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,j,1,1.38,,11,0,11,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,f,1,0.708,,12,0,12,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,f,1,1.657,,13,0,13,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,1,1.341,,14,0,14,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,1,0.64,,15,0,15,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,j,0,1.871,,16,0,16,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,0,0.544,,17,0,17,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,0,0.594,,18,0,18,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,f,1,2.409,,19,0,19,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,j,1,0.526,,20,0,20,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,0,1.023,,21,0,21,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,f,1,0.621,,22,0,22,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,0,0.72,,23,0,23,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,f,1,0.957,,24,0,24,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,j,1,1.019,,25,0,25,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,0,1.035,,26,0,26,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,0,1.305,,27,0,27,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,j,0,0.607,,28,0,28,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,f,1,0.895,,29,0,29,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,1,2.037,,30,0,30,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,j,0,1.343,,31,0,31,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,f,1,0.922,,32,0,32,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,0,0.924,,33,0,33,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,f,1,0.983,,34,0,34,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,1,0.548,,35,0,35,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,f,1,0.873,,36,0,36,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,j,1,0.757,,37,0,37,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,-0.17295,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,0,1.241,,38,0,38,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,0,0.573,,39,0,39,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,f,1,0.903,,40,0,40,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,0,0.989,,41,0,41,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,0,0.982,,42,0,42,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,1,0.17295,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,f,1,1.005,,43,0,43,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,f,1,1.344,,44,0,44,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,j,0,1.041,,45,0,45,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,0.17295,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,j,1,0.792,,46,0,46,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,0,-0.17295,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,0,1.308,,47,0,47,0,1,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,
,,,,,,,,,,,,,,,,,,,mb,1,2,2020-10-27_19h53.55.535,configural_featural,2020.2.4,MacIntel,60,1440,900,0,3,3,3,1,feat_haus,Designs/instructions_haus_1234.png,
